current_training_input_set
0.672
0.412
0.247
0.545
0.308
0.735
0.333
0.308
0.545
0.333
0.735
0.247
0.207
0.412
0.672
0.554
0.256
0.231
0.376
0.786
0.631
0.246
0.143
0.143
0.246
0.786
0.631
0.256
0.554
0.376
0.231
0.231
0.554
0.376
0.256
0.631
0.246
0.143
0.786
0.786
0.246
0.631
0.143
0.376
0.231
0.256
0.554
0.518
0.282
0.715
0.275
0.666
0.497
0.285
0.268
0.285
0.268
0.666
0.497
0.282
0.715
0.275
0.518
0.146
0.232
0.299
0.59
0.47
0.245
0.635
0.345
0.345
0.635
0.245
0.47
0.232
0.59
0.146
0.299
0.213
0.227
0.724
0.455
0.692
0.428
0.268
0.321
0.321
0.428
0.268
0.692
0.724
0.455
0.227
0.213
0.73
0.544
0.197
0.316
0.533
0.264
0.23
0.677
0.23
0.264
0.677
0.533
0.73
0.544
0.316
0.197
0.672
0.247
0.412
0.207
0.545
0.735
0.308
0.333
0.333
0.735
0.545
0.308
0.412
0.247
0.672
0.207
0.518
0.282
0.715
0.275
0.497
0.285
0.268
0.666
0.268
0.497
0.666
0.285
0.715
0.275
0.282
0.518
0.213
0.455
0.724
0.227
0.692
0.268
0.428
0.321
0.268
0.428
0.692
0.321
0.227
0.213
0.724
0.455
0.247
0.672
0.207
0.412
0.308
0.333
0.735
0.545
0.545
0.308
0.333
0.735
0.412
0.247
0.672
0.207
0.412
0.247
0.207
0.672
0.545
0.333
0.735
0.308
0.333
0.545
0.735
0.308
0.672
0.207
0.247
0.412
0.544
0.197
0.73
0.316
0.23
0.677
0.533
0.264
0.264
0.677
0.533
0.23
0.73
0.197
0.544
0.316
0.715
0.282
0.275
0.518
0.666
0.268
0.497
0.285
0.268
0.497
0.666
0.285
0.715
0.518
0.275
0.282
0.518
0.715
0.282
0.275
0.666
0.285
0.268
0.497
0.268
0.497
0.285
0.666
0.282
0.518
0.275
0.715
0.59
0.146
0.299
0.232
0.345
0.635
0.47
0.245
0.635
0.245
0.345
0.47
0.299
0.232
0.59
0.146
0.455
0.213
0.724
0.227
0.692
0.268
0.428
0.321
0.692
0.321
0.428
0.268
0.227
0.724
0.455
0.213
0.197
0.544
0.73
0.316
0.677
0.533
0.264
0.23
0.264
0.533
0.677
0.23
0.197
0.544
0.316
0.73
0.73
0.197
0.544
0.316
0.23
0.264
0.677
0.533
0.677
0.264
0.23
0.533
0.197
0.544
0.316
0.73
0.207
0.672
0.412
0.247
0.545
0.308
0.333
0.735
0.545
0.735
0.308
0.333
0.672
0.247
0.207
0.412
0.231
0.554
0.256
0.376
0.631
0.246
0.786
0.143
0.786
0.143
0.631
0.246
0.376
0.256
0.231
0.554
0.247
0.672
0.207
0.412
0.333
0.308
0.545
0.735
0.735
0.545
0.308
0.333
0.207
0.247
0.412
0.672
0.256
0.231
0.554
0.376
0.786
0.631
0.246
0.143
0.631
0.143
0.786
0.246
0.256
0.376
0.554
0.231
0.316
0.544
0.197
0.73
0.23
0.677
0.264
0.533
0.264
0.23
0.677
0.533
0.316
0.73
0.544
0.197
0.455
0.227
0.724
0.213
0.321
0.268
0.428
0.692
0.428
0.268
0.321
0.692
0.724
0.227
0.213
0.455
0.213
0.227
0.455
0.724
0.811
0.338
0.62
0.269
0.676
0.563
0.286
0.124
0.676
0.286
0.563
0.124
0.266
0.512
0.795
0.1
0.266
0.512
0.795
0.1
0.795
0.512
0.266
0.1
0.795
0.1
0.266
0.512
0.62
0.338
0.811
0.269
0.811
0.269
0.62
0.338
0.811
0.338
0.269
0.62
0.266
0.795
0.512
0.1
0.512
0.266
0.1
0.795
0.512
0.1
0.795
0.266
0.563
0.286
0.676
0.124
0.34
0.77
0.147
0.666
0.195
0.145
0.757
0.629
0.667
0.81
0.352
0.25
0.145
0.757
0.629
0.195
0.195
0.757
0.145
0.629
0.666
0.34
0.77
0.147
0.666
0.34
0.77
0.147
0.77
0.147
0.34
0.666
0.666
0.77
0.34
0.147
0.25
0.81
0.667
0.352
0.25
0.352
0.81
0.667
0.25
0.352
0.667
0.81
0.666
0.34
0.147
0.77
0.666
0.77
0.147
0.34
0.666
0.77
0.34
0.147
0.757
0.145
0.629
0.195
0.789
0.272
0.239
0.646
