current_training_input_set
0.624
0.113
0.278
0.843
0.218
0.096
0.673
0.246
0.714
0.077
0.8
0.246
0.077
0.714
0.8
0.096
0.673
0.843
0.218
0.151
0.553
0.281
0.819
0.691
0.197
0.139
0.654
0.139
0.197
0.654
0.691
0.151
0.281
0.553
0.819
0.096
0.218
0.843
0.673
0.8
0.077
0.246
0.714
0.077
0.714
0.246
0.8
0.096
0.218
0.843
0.673
0.553
0.151
0.281
0.819
0.691
0.654
0.139
0.197
0.139
0.197
0.691
0.654
0.151
0.819
0.553
0.281
0.113
0.742
0.278
0.624
0.091
0.675
0.23
0.778
0.23
0.778
0.091
0.675
0.113
0.624
0.278
0.742
0.102
0.77
0.283
0.624
0.769
0.554
0.112
0.212
0.112
0.212
0.769
0.554
0.102
0.77
0.283
0.624
0.102
0.624
0.283
0.77
0.769
0.212
0.554
0.112
0.554
0.769
0.212
0.112
0.77
0.624
0.283
0.102
0.292
0.715
0.073
0.766
0.111
0.764
0.686
0.246
0.764
0.111
0.686
0.246
0.766
0.073
0.292
0.715
0.113
0.624
0.742
0.278
0.675
0.23
0.778
0.091
0.675
0.091
0.23
0.778
0.113
0.742
0.278
0.624
0.715
0.292
0.073
0.766
0.764
0.111
0.686
0.246
0.246
0.111
0.764
0.686
0.073
0.292
0.715
0.766
0.24
0.638
0.103
0.684
0.667
0.234
0.712
0.16
0.16
0.667
0.234
0.712
0.684
0.638
0.24
0.103
0.553
0.151
0.281
0.819
0.654
0.197
0.139
0.691
0.691
0.197
0.654
0.139
0.553
0.281
0.819
0.151
0.715
0.292
0.073
0.766
0.686
0.111
0.764
0.246
0.111
0.764
0.246
0.686
0.292
0.073
0.766
0.715
0.819
0.281
0.151
0.553
0.139
0.654
0.691
0.197
0.654
0.691
0.197
0.139
0.151
0.553
0.819
0.281
0.624
0.102
0.283
0.77
0.769
0.212
0.112
0.554
0.554
0.769
0.112
0.212
0.624
0.102
0.283
0.77
0.715
0.766
0.292
0.073
0.111
0.686
0.764
0.246
0.764
0.246
0.111
0.686
0.715
0.292
0.073
0.766
0.638
0.103
0.24
0.684
0.234
0.16
0.712
0.667
0.16
0.712
0.234
0.667
0.684
0.103
0.638
0.24
0.218
0.096
0.843
0.673
0.8
0.714
0.246
0.077
0.8
0.077
0.714
0.246
0.843
0.218
0.673
0.096
0.553
0.281
0.151
0.819
0.139
0.691
0.197
0.654
0.654
0.691
0.197
0.139
0.281
0.819
0.151
0.553
0.281
0.151
0.819
0.553
0.654
0.197
0.691
0.139
0.654
0.691
0.197
0.139
0.553
0.819
0.281
0.151
0.103
0.638
0.684
0.24
0.16
0.667
0.712
0.234
0.712
0.16
0.234
0.667
0.24
0.103
0.684
0.638
0.292
0.715
0.073
0.766
0.686
0.764
0.246
0.111
0.764
0.246
0.111
0.686
0.766
0.073
0.715
0.292
0.624
0.102
0.283
0.77
0.769
0.112
0.554
0.212
0.112
0.769
0.554
0.212
0.283
0.102
0.624
0.77
0.278
0.742
0.624
0.113
0.778
0.23
0.091
0.675
0.675
0.778
0.23
0.091
0.624
0.278
0.113
0.742
0.218
0.843
0.673
0.096
0.714
0.8
0.246
0.077
0.077
0.8
0.246
0.714
0.673
0.843
0.096
0.218
0.811
0.338
0.62
