current_training_input_set
0.728
0.314
0.867
0.835
0.32
0.241
0.621
0.205
0.263
0.75
0.658
0.263
0.205
0.75
0.658
0.241
0.32
0.621
0.835
0.41
0.331
0.832
0.764
0.376
0.249
0.675
0.682
0.249
0.675
0.376
0.682
0.331
0.764
0.41
0.832
0.621
0.241
0.32
0.835
0.658
0.75
0.205
0.263
0.263
0.205
0.658
0.75
0.621
0.32
0.835
0.241
0.331
0.764
0.41
0.832
0.682
0.376
0.249
0.675
0.376
0.675
0.682
0.249
0.331
0.764
0.41
0.832
0.314
0.337
0.867
0.728
0.344
0.756
0.318
0.544
0.756
0.344
0.544
0.318
0.314
0.337
0.728
0.867
0.334
0.216
0.605
0.8
0.298
0.813
0.367
0.603
0.603
0.298
0.367
0.813
0.216
0.8
0.334
0.605
0.8
0.216
0.334
0.605
0.813
0.603
0.298
0.367
0.367
0.298
0.813
0.603
0.334
0.216
0.605
0.8
0.28
0.301
0.703
0.819
0.765
0.22
0.313
0.624
0.22
0.313
0.765
0.624
0.703
0.301
0.28
0.819
0.728
0.314
0.337
0.867
0.344
0.756
0.318
0.544
0.344
0.756
0.318
0.544
0.728
0.337
0.314
0.867
0.301
0.28
0.819
0.703
0.313
0.765
0.22
0.624
0.624
0.765
0.313
0.22
0.703
0.301
0.819
0.28
0.419
0.902
0.765
0.454
0.299
0.262
0.716
0.621
0.716
0.299
0.621
0.262
0.765
0.902
0.419
0.454
0.832
0.41
0.331
0.764
0.675
0.376
0.249
0.682
0.376
0.675
0.249
0.682
0.41
0.764
0.832
0.331
0.301
0.703
0.819
0.28
0.313
0.624
0.765
0.22
0.624
0.22
0.313
0.765
0.28
0.819
0.301
0.703
0.832
0.331
0.764
0.41
0.675
0.376
0.682
0.249
0.249
0.675
0.376
0.682
0.331
0.41
0.832
0.764
0.8
0.334
0.216
0.605
0.298
0.603
0.367
0.813
0.813
0.367
0.603
0.298
0.8
0.216
0.334
0.605
0.301
0.703
0.819
0.28
0.624
0.765
0.313
0.22
0.313
0.624
0.765
0.22
0.301
0.819
0.28
0.703
0.419
0.765
0.902
0.454
0.716
0.621
0.299
0.262
0.262
0.621
0.716
0.299
0.902
0.765
0.419
0.454
0.835
0.621
0.32
0.241
0.205
0.263
0.658
0.75
0.75
0.263
0.658
0.205
0.241
0.32
0.835
0.621
0.41
0.764
0.832
0.331
0.682
0.675
0.249
