current_training_input_set
0.243
0.324
0.664
0.678
0.3
0.482
0.773
0.246
0.521
0.681
0.761
0.726
0.65
0.362
0.288
0.65
0.726
0.288
0.362
0.761
0.246
0.681
0.521
0.246
0.521
0.761
0.681
0.288
0.362
0.65
0.726
0.362
0.726
0.65
0.288
0.246
0.761
0.681
0.521
0.41
0.753
0.647
0.251
0.428
0.682
0.232
0.592
0.592
0.682
0.232
0.428
0.753
0.251
0.41
0.647
0.264
0.639
0.727
0.49
0.669
0.16
0.658
0.208
0.658
0.16
0.669
0.208
0.264
0.639
0.49
0.727
0.678
0.773
0.3
0.482
0.608
0.664
0.243
0.324
0.608
0.324
0.664
0.243
0.482
0.678
0.773
0.3
0.773
0.678
0.3
0.482
0.243
0.608
0.664
0.324
0.664
0.608
0.243
0.324
0.678
0.482
0.773
0.3
0.5
0.72
0.157
0.681
0.16
0.696
0.359
0.591
0.696
0.591
0.359
0.16
0.72
0.157
0.681
0.5
0.818
0.464
0.705
0.304
0.391
0.701
0.275
0.682
0.701
0.682
0.391
0.275
0.818
0.304
0.705
0.464
0.157
0.5
0.72
0.681
0.16
0.359
0.696
0.591
0.696
0.359
0.16
0.591
0.5
0.157
0.72
0.681
0.818
0.705
0.464
0.304
0.275
0.682
0.701
0.391
0.391
0.701
0.682
0.275
0.818
0.304
0.705
0.464
0.773
0.3
0.678
0.482
0.243
0.608
0.664
0.324
0.664
0.243
0.608
0.324
0.773
0.678
0.482
0.3
0.639
0.49
0.727
0.264
0.208
0.658
0.16
0.669
0.669
0.658
0.208
0.16
0.264
0.49
0.727
0.639
0.639
0.49
0.264
0.727
0.658
0.16
0.208
0.669
0.658
0.208
0.16
0.669
0.49
0.264
0.639
0.727
0.251
0.41
0.647
0.753
0.682
0.428
0.592
0.232
0.592
0.428
0.232
0.682
0.753
0.647
0.41
0.251
0.3
0.773
0.482
0.678
0.324
0.664
0.243
0.608
0.243
0.608
0.664
0.324
0.3
0.678
0.773
0.482
0.41
0.251
0.753
0.647
0.682
0.428
0.232
0.592
0.682
0.428
0.232
0.592
0.41
0.251
0.647
0.753
0.521
0.761
0.681
0.246
0.726
0.362
0.288
0.65
0.362
0.65
0.726
0.288
0.246
0.681
0.521
0.761
0.304
0.705
0.464
0.818
0.275
0.682
0.701
0.391
0.391
0.682
0.701
0.275
0.464
0.304
0.705
0.818
0.41
0.251
0.753
0.647
0.682
0.428
0.232
0.592
0.592
0.232
0.428
0.682
0.251
0.753
0.647
0.41
0.818
0.464
0.304
0.705
0.275
0.701
0.391
0.682
0.391
0.275
0.682
0.701
0.705
0.818
0.464
0.304
0.49
0.264
0.727
0.639
0.658
0.669
0.16
0.208
0.16
0.208
0.658
0.669
0.49
0.727
0.639
0.264
0.647
0.251
0.41
0.753
0.592
0.428
0.232
0.682
0.232
0.682
0.592
0.428
0.753
0.251
0.647
0.41
0.761
0.521
0.246
0.681
0.288
0.726
0.362
0.65
0.288
0.362
0.726
0.65
0.521
0.761
0.246
0.681
0.72
0.681
0.5
0.157
0.359
0.591
0.696
0.16
0.696
0.359
0.16
0.591
0.157
0.681
0.5
0.72
0.818
0.705
0.304
0.464
0.682
0.275
0.701
0.391
0.391
0.701
0.275
0.682
0.811
0.338
0.62
0.269
0.676
0.563
0.286
0.124
0.676
0.286
0.563
0.124
0.266
0.512
0.795
0.1
0.266
0.512
0.795
0.1
0.795
0.512
0.266
0.1
0.795
0.1
0.266
0.512
0.62
0.338
0.811
0.269
0.811
0.269
0.62
0.338
0.811
0.338
0.269
0.62
0.266
0.795
0.512
0.1
0.512
0.266
0.1
0.795
0.512
0.1
0.795
0.266
0.563
0.286
0.676
0.124
0.34
0.77
0.147
0.666
0.195
0.145
0.757
0.629
0.667
0.81
0.352
0.25
0.145
0.757
0.629
0.195
0.195
0.757
0.145
0.629
0.666
0.34
0.77
0.147
0.666
0.34
0.77
0.147
0.77
0.147
0.34
0.666
0.666
0.77
0.34
0.147
0.25
0.81
0.667
0.352
0.25
0.352
0.81
0.667
0.25
0.352
0.667
0.81
0.666
0.34
0.147
0.77
0.666
0.77
0.147
0.34
0.666
0.77
0.34
0.147
0.757
0.145
0.629
0.195
0.789
0.272
0.239
0.646
0.261
0.505
0.166
0.666
0.229
0.84
0.22
0.82
0.261
0.666
0.166
0.505
0.166
0.505
0.261
0.666
0.646
0.272
0.239
0.789
0.272
0.646
0.239
0.789
0.789
0.239
0.272
0.646
0.272
0.646
0.789
0.239
0.22
0.229
0.84
0.82
0.82
0.229
0.84
0.22
0.82
0.84
0.229
0.22
0.646
0.239
0.789
0.272
0.646
0.272
0.789
0.239
0.646
0.789
0.272
0.239
0.166
0.666
0.261
0.505
0.666
0.77
0.34
0.147
0.195
0.629
0.757
0.145
0.667
0.25
0.352
0.81
0.629
0.757
0.145
0.195
0.629
0.757
0.145
0.195
0.77
0.147
0.34
0.666
0.77
0.147
0.666
0.34
0.147
0.34
0.77
0.666
0.666
0.34
0.77
0.147
0.352
0.25
0.667
0.81
0.352
0.667
0.25
0.81
0.352
0.81
0.667
0.25
0.77
0.34
0.147
0.666
0.34
0.77
0.147
0.666
0.77
0.666
0.147
0.34
0.757
0.145
0.629
0.195
0.174
0.842
0.588
0.311
0.716
0.139
0.561
0.137
0.918
0.521
0.899
0.243
0.137
0.716
0.139
0.561
0.716
0.561
0.137
0.139
0.174
0.842
0.588
0.311
0.588
0.842
0.174
0.311
0.588
0.311
0.842
0.174
0.842
0.588
0.311
0.174
0.521
0.899
0.243
0.918
0.521
0.918
0.243
0.899
0.521
0.899
0.243
0.918
0.588
0.842
0.311
0.174
0.311
0.174
0.842
0.588
0.588
0.842
0.311
0.174
0.561
0.139
0.716
0.137
0.239
0.789
0.646
0.272
0.166
0.261
0.666
0.505
0.229
0.82
0.22
0.84
0.261
0.505
0.166
0.666
0.505
0.666
0.261
0.166
0.646
0.239
0.272
0.789
0.646
0.272
0.239
0.789
0.272
0.239
0.646
0.789
0.789
0.239
0.646
0.272
0.229
0.22
0.84
0.82
0.82
0.22
0.84
0.229
0.229
0.82
0.22
0.84
0.272
0.239
0.789
0.646
0.789
0.646
0.239
0.272
0.646
0.789
0.239
0.272
0.261
0.166
0.666
0.505
0.77
0.666
0.34
0.147
0.757
0.145
0.195
0.629
0.25
0.667
0.81
0.352
0.757
0.195
0.629
0.145
0.757
0.195
0.145
0.629
0.147
0.77
0.666
0.34
0.77
0.666
0.34
0.147
0.147
0.34
0.77
0.666
0.77
0.34
0.147
0.666
0.667
0.81
0.352
0.25
0.25
0.81
0.352
0.667
0.81
0.352
0.25
0.667
0.77
0.147
0.34
0.666
0.666
0.77
0.34
0.147
0.666
0.147
0.34
0.77
0.757
0.195
0.145
0.629
0.116
0.587
0.696
0.179
0.117
0.501
0.183
0.733
0.214
0.736
0.672
0.348
0.183
0.501
0.733
0.117
0.183
0.733
0.501
0.117
0.696
0.179
