current_training_input_set
0.888
0.438
0.815
0.438
0.888
0.268
0.815
0.241
0.381
0.685
0.898
0.226
0.82
0.422
0.963
0.834
0.912
0.204
0.432
0.204
0.912
0.432
0.834
0.422
0.226
0.963
0.82
0.183
0.784
0.937
0.384
0.882
0.261
0.423
0.771
0.882
0.261
0.423
0.771
0.183
0.384
0.784
0.937
0.915
0.378
0.169
0.736
0.734
1.007
0.207
0.511
0.511
0.734
1.007
0.207
0.736
0.378
0.915
0.169
0.82
0.422
0.963
0.226
0.912
0.204
0.834
0.432
0.432
0.912
0.834
0.204
0.963
0.226
0.82
0.422
0.422
0.963
0.226
0.82
0.432
0.834
0.204
0.912
0.912
0.204
0.834
0.432
0.963
0.226
0.82
0.422
0.381
0.241
0.685
0.898
0.438
0.888
0.268
0.815
0.268
0.888
0.438
0.815
0.241
0.381
0.685
0.898
0.183
0.784
0.384
0.937
0.882
0.261
0.423
0.771
0.261
0.882
0.423
0.771
0.183
0.384
0.784
0.937
0.384
0.937
0.784
0.183
0.882
0.261
0.423
0.771
0.261
0.882
0.771
0.423
0.183
0.384
0.784
0.937
0.266
0.836
0.279
1.04
0.917
0.732
0.384
0.253
0.253
0.384
0.732
0.917
0.279
0.266
0.836
1.04
0.169
0.915
0.736
0.378
0.511
0.734
0.207
1.007
1.007
0.734
0.207
0.511
0.736
0.378
0.915
0.169
0.898
0.381
0.685
0.241
0.438
0.815
0.268
0.888
0.815
0.888
0.268
0.438
0.241
0.685
0.898
0.381
0.381
0.685
0.241
0.898
0.815
0.888
0.268
0.438
0.438
0.815
0.888
0.268
0.381
0.685
0.898
0.241
0.226
0.422
0.82
0.963
0.432
0.912
0.834
0.204
0.912
0.204
0.432
0.834
0.963
0.82
0.422
0.226
0.196
0.94
0.332
0.843
0.479
0.738
0.879
0.268
0.479
0.879
0.268
0.738
0.94
0.332
0.196
0.843
0.963
0.422
0.82
0.226
0.912
0.432
0.834
0.204
0.834
0.912
0.204
0.432
0.422
0.963
0.226
0.82
0.332
0.94
0.843
0.196
0.268
0.479
0.738
0.879
0.268
0.479
0.879
0.738
0.94
0.196
0.332
0.843
0.685
0.241
0.381
0.898
0.815
0.888
0.268
0.438
0.888
0.815
0.268
0.438
0.685
0.241
0.381
0.898
0.169
0.736
0.915
0.378
0.511
1.007
0.734
0.207
0.207
0.511
0.734
1.007
0.915
0.378
0.736
0.169
0.169
0.378
0.736
0.915
0.207
0.511
1.007
0.734
1.007
0.511
0.734
0.207
0.915
0.169
0.378
0.736
0.836
0.279
0.266
1.04
0.917
0.384
0.253
0.732
0.384
0.732
0.917
0.253
0.266
0.836
1.04
0.279
0.685
0.241
0.381
0.898
0.815
0.888
0.268
0.438
0.268
0.438
0.815
0.888
0.898
0.241
0.381
0.685
0.266
0.836
0.279
1.04
0.917
0.384
0.732
0.253
0.253
0.917
0.732
0.384
1.04
0.836
0.279
0.266
0.937
0.784
0.384
0.183
0.771
0.882
0.261
0.423
0.882
0.771
0.261
0.423
0.384
0.784
0.937
0.183
0.843
0.332
0.196
0.94
0.879
0.479
0.268
0.738
0.268
0.879
0.479
0.738
0.332
0.843
0.196
0.94
0.279
1.04
0.266
0.836
0.917
0.732
0.384
0.253
0.811
0.338
0.62
0.269
0.676
0.563
0.286
0.124
0.676
0.286
0.563
0.124
0.266
0.512
0.795
0.1
0.266
0.512
0.795
0.1
0.795
0.512
0.266
0.1
0.795
0.1
0.266
0.512
0.62
0.338
0.811
0.269
0.811
0.269
0.62
0.338
0.811
0.338
0.269
0.62
0.266
0.795
0.512
0.1
0.512
0.266
0.1
0.795
0.512
0.1
0.795
0.266
