1.6,4,4,3.706
1.7,4,4,3.817
1.8,4,4,3.883
1.9,4,4,3.919
2,4,4,3.935
,,,
0,0,0,0.378
0.15,0,0,0.55
0.3,0,0,0.972
0.45,0,0,1.837
0.6,5,5,3.54
0.75,5,5,4.578
0.9,5,5,5.422
1.05,5,5,6.46
1.2,10,10,8.163
1.35,10,10,9.028
1.5,10,10,9.45
1.65,10,10,9.622
,,,
0,0,0,0.16
0.21,0,0,0.302
0.42,0,0,0.715
0.63,0,0,1.766
0.84,6,6,4.394
1.05,6,6,5.587
1.26,6,6,6.413
1.47,6,6,7.606
1.68,12,12,10.234
1.89,12,12,11.285
2.1,12,12,11.698
2.31,12,12,11.84
,,,
0,0,0,0.071
0.24,0,0,0.126
0.48,0,0,0.278
0.72,0,0,0.646
0.96,0,0,1.515
1.2,5,5,3.556
1.44,5,5,4.48
1.68,5,5,5
1.92,5,5,5.52
2.16,5,5,6.444
2.4,10,10,8.485
2.64,10,10,9.354
2.88,10,10,9.722
3.12,10,10,9.874
3.36,10,10,9.929
,,,
0,0,0,0.71
0.06,0,0,0.761
0.12,0,0,0.869
0.18,0,0,1.039
0.24,0,0,1.286
0.3,0,0,1.626
0.36,3,3,2.084
0.42,3,3,2.476
0.48,3,3,2.829
0.54,3,3,3.171
0.6,3,3,3.524
0.66,3,3,3.916
0.72,6,6,4.374
0.78,6,6,4.714
0.84,6,6,4.961
0.9,6,6,5.131
0.96,6,6,5.239
1.02,6,6,5.29
,,,
0,0,0,0.392
0.27,0,0,0.709
0.54,0,0,1.601
0.81,5,5,3.791
1.08,5,5,5
1.35,5,5,6.209
1.62,10,10,8.399
1.89,10,10,9.291
2.16,10,10,9.608
,,,
0,0,0,0.606
0.17,0,0,0.764
0.34,0,0,1.12
0.51,0,0,1.768
0.68,0,0,2.875
0.85,7,7,4.731
1.02,7,7,5.996
1.19,7,7,7
1.36,7,7,8.004
1.53,7,7,9.269
1.7,14,14,11.125
1.87,14,14,12.232
2.04,14,14,12.88
2.21,14,14,13.236
2.38,14,14,13.394
,,,
0,0,0,0.004
0.16,0,0,0.006
0.32,0,0,0.013
0.48,0,0,0.028
0.64,0,0,0.061
0.8,0,0,0.132
0.96,0,0,0.289
1.12,0,0,0.63
1.28,2,2,1.374
1.44,2,2,1.718
1.6,2,2,1.881
1.76,2,2,1.967
1.92,2,2,2.033
2.08,2,2,2.119
2.24,2,2,2.282
2.4,2,2,2.626
2.56,4,4,3.37
2.72,4,4,3.711
2.88,4,4,3.868
3.04,4,4,3.939
3.2,4,4,3.972
3.36,4,4,3.987
3.52,4,4,3.994
3.68,4,4,3.996
,,,
0,0,0,0.164
0.12,0,0,0.223
0.24,0,0,0.362
0.36,0,0,0.632
0.48,0,0,1.13
0.6,3,3,2.034
0.72,3,3,2.591
0.84,3,3,3
0.96,3,3,3.409
1.08,3,3,3.966
1.2,6,6,4.87
1.32,6,6,5.368
1.44,6,6,5.638
1.56,6,6,5.777
1.68,6,6,5.836
,,,
0,0,0,0.014
0.12,0,0,0.018
0.24,0,0,0.03
0.36,0,0,0.052
0.48,0,0,0.093
0.6,0,0,0.168
0.72,0,0,0.303
0.84,0,0,0.548
0.96,0,0,0.989
1.08,0,0,1.786
1.2,5,5,3.227
1.32,5,5,4.029
1.44,5,5,4.482
1.56,5,5,4.749
1.68,5,5,4.925
1.8,5,5,5.075
1.92,5,5,5.251
2.04,5,5,5.518
2.16,5,5,5.971
2.28,5,5,6.773
2.4,10,10,8.214
2.52,10,10,9.011
2.64,10,10,9.452
2.76,10,10,9.697
2.88,10,10,9.832
3,10,10,9.907
3.12,10,10,9.948
3.24,10,10,9.97
3.36,10,10,9.982
3.48,10,10,9.986
,,,
0,0,0,0.118
0.2,0,0,0.161
0.4,0,0,0.262
0.6,0,0,0.457
0.8,0,0,0.816
1,0,0,1.468
1.2,4,4,2.65
1.4,4,4,3.345
1.6,4,4,3.805
1.8,4,4,4.195
2,4,4,4.655
2.2,4,4,5.35
2.4,8,8,6.532
2.6,8,8,7.184
2.8,8,8,7.543
3,8,8,7.738
3.2,8,8,7.839
3.4,8,8,7.882
,,,
0,0,0,3.213
0.11,4,4,4
0.22,8,8,4.787
,,,
0,0,0,0.078
0.18,0,0,0.14
0.36,0,0,0.317
0.54,0,0,0.751
0.72,0,0,1.792
0.9,6,6,4.285
1.08,6,6,5.39
1.26,6,6,6
1.44,6,6,6.61
1.62,6,6,7.715
1.8,12,12,10.208
1.98,12,12,11.249
2.16,12,12,11.683
2.34,12,12,11.86
2.52,12,12,11.922
,,,
0,0,0,0.142
0.2,0,0,0.218
0.4,0,0,0.412
0.6,0,0,0.827
0.8,0,0,1.687
1,5,5,3.455
1.2,5,5,4.391
1.4,5,5,5
1.6,5,5,5.609
1.8,5,5,6.545
2,10,10,8.313
2.2,10,10,9.173
2.4,10,10,9.588
2.6,10,10,9.782
2.8,10,10,9.858
,,,
0,0,0,0.273
0.14,0,0,0.407
0.28,0,0,0.74
0.42,0,0,1.437
0.56,4,4,2.837
0.7,4,4,3.667
0.84,4,4,4.333
0.98,4,4,5.163
1.12,8,8,6.563
1.26,8,8,7.26
1.4,8,8,7.593
1.54,8,8,7.727
,,,
0,0,0,0.117
0.15,0,0,0.146
0.3,0,0,0.211
0.45,0,0,0.33
0.6,0,0,0.531
0.75,0,0,0.864
0.9,0,0,1.414
1.05,0,0,2.317
1.2,6,6,3.8
1.35,6,6,4.732
1.5,6,6,5.347
1.65,6,6,5.799
1.8,6,6,6.201
1.95,6,6,6.653
2.1,6,6,7.268
2.25,6,6,8.2
2.4,12,12,9.683
2.55,12,12,10.586
2.7,12,12,11.136
2.85,12,12,11.469
3,12,12,11.67
3.15,12,12,11.789
3.3,12,12,11.854
3.45,12,12,11.883
,,,
0,0,0,2.436
0.06,0,0,2.701
0.12,0,0,3.261
0.18,5,5,4.175
0.24,5,5,5
0.3,5,5,5.825
0.36,10,10,6.739
0.42,10,10,7.299
0.48,10,10,7.564
,,,
0,0,0,1.45
0.14,0,0,1.766
0.28,0,0,2.466
0.42,0,0,3.703
0.56,8,8,5.747
0.7,8,8,7.3
0.84,8,8,8.7
0.98,8,8,10.253
1.12,16,16,12.297
1.26,16,16,13.534
1.4,16,16,14.234
1.54,16,16,14.55
,,,
0,0,0,0.792
0.12,0,0,1.934
0.24,7,7,5.859
0.36,7,7,8.141
0.48,14,14,12.066
0.6,14,14,13.208
,,,
0,0,0,-0.004
0.18,0,0,-0.007
0.36,0,0,-0.014
0.54,0,0,-0.029
0.72,0,0,-0.065
0.9,0,0,-0.142
1.08,0,0,-0.314
1.26,-1,-1,-0.69
1.44,-1,-1,-0.864
1.62,-1,-1,-0.949
1.8,-1,-1,-1
1.98,-1,-1,-1.051
2.16,-1,-1,-1.136
2.34,-1,-1,-1.31
2.52,-2,-2,-1.686
2.7,-2,-2,-1.858
2.88,-2,-2,-1.935
3.06,-2,-2,-1.971
3.24,-2,-2,-1.986
3.42,-2,-2,-1.993
3.6,-2,-2,-1.996
,,,
0,0,0,1.064
0.19,0,0,1.491
0.38,0,0,2.515
0.57,6,6,4.549
0.76,6,6,6
0.95,6,6,7.451
1.14,12,12,9.485
1.33,12,12,10.509
1.52,12,12,10.936
,,,
0,0,0,0.081
0.17,0,0,0.107
0.34,0,0,0.167
0.51,0,0,0.28
0.68,0,0,0.484
0.85,0,0,0.843
1.02,0,0,1.473
1.19,0,0,2.575
1.36,7,7,4.505
1.53,7,7,5.634
1.7,7,7,6.324
1.87,7,7,6.796
2.04,7,7,7.204
2.21,7,7,7.676
2.38,7,7,8.366
2.55,7,7,9.495
2.72,14,14,11.425
2.89,14,14,12.527
3.06,14,14,13.157
3.23,14,14,13.516
3.4,14,14,13.72
3.57,14,14,13.833
3.74,14,14,13.893
3.91,14,14,13.919
,,,
0,0,0,0.933
0.08,0,0,1.082
0.16,0,0,1.405
0.24,0,0,1.952
0.32,0,0,2.812
0.4,6,6,4.121
0.48,6,6,5.13
0.56,6,6,6
0.64,6,6,6.87
0.72,6,6,7.879
0.8,12,12,9.188
0.88,12,12,10.048
0.96,12,12,10.595
1.04,12,12,10.918
1.12,12,12,11.067
,,,
0,0,0,4.238
0.14,0,0,5.355
0.28,9,9,7.883
0.42,9,9,10.117
0.56,18,18,12.645
0.7,18,18,13.762
,,,
0,0,0,0.532
0.19,0,0,0.745
0.38,0,0,1.258
0.57,3,3,2.274
0.76,3,3,3
0.95,3,3,3.726
1.14,6,6,4.742
1.33,6,6,5.255
1.52,6,6,5.468
,,,
0,0,0,0.231
0.19,0,0,0.324
0.38,0,0,0.547
0.57,0,0,0.99
0.76,0,0,1.829
0.95,5,5,3.402
1.14,5,5,4.335
1.33,5,5,5
1.52,5,5,5.665
1.71,5,5,6.598
1.9,10,10,8.171
2.09,10,10,9.01
2.28,10,10,9.453
2.47,10,10,9.676
2.66,10,10,9.769
,,,
0,0,0,4
0.1,5,5,5
0.2,10,10,6
,,,
0,0,0,0.051
0.19,0,0,0.098
0.38,0,0,0.232
0.57,0,0,0.577
0.76,0,0,1.442
0.95,5,5,3.609
1.14,5,5,4.521
1.33,5,5,5
1.52,5,5,5.479
1.71,5,5,6.391
1.9,10,10,8.558
2.09,10,10,9.423
2.28,10,10,9.768
2.47,10,10,9.902
2.66,10,10,9.949
,,,
0,0,0,3.815
0.01,0,0,3.826
0.02,0,0,3.849
0.03,0,0,3.884
0.04,4,4,3.931
0.05,4,4,3.977
0.06,4,4,4.023
0.07,4,4,4.069
0.08,8,8,4.116
0.09,8,8,4.151
0.1,8,8,4.174
0.11,8,8,4.185
,,,
0,0,0,0.178
0.1,0,0,0.242
0.2,0,0,0.393
0.3,0,0,0.685
0.4,0,0,1.224
0.5,0,0,2.203
0.6,6,6,3.975
0.7,6,6,5.018
0.8,6,6,5.708
0.9,6,6,6.292
1,6,6,6.982
1.1,6,6,8.025
1.2,12,12,9.797
1.3,12,12,10.776
1.4,12,12,11.315
1.5,12,12,11.607
1.6,12,12,11.758
1.7,12,12,11.822
,,,
0,0,0,0.12
0.1,0,0,0.156
0.2,0,0,0.239
0.3,0,0,0.395
0.4,0,0,0.67
0.5,0,0,1.147
0.6,3,3,1.972
0.7,3,3,2.486
0.8,3,3,2.844
0.9,3,3,3.156
1,3,3,3.514
1.1,3,3,4.028
1.2,6,6,4.853
1.3,6,6,5.33
