2.300541139808372215e-02 2.173270908300099780e-02 1.147523954388385836e-01 2.132394178987271349e-01 3.051628708017163905e-01 3.780848086921817508e-01 3.777249943420347700e-01 4.695120998958964287e-01 5.668659605075212493e-01 6.170549843496369036e-01 6.683631784030610312e-01 7.219455216708290379e-01 8.012102678472552419e-01 8.562111631523172672e-01 9.023320553686658974e-01 9.784112355856411369e-01
7.772131017648363505e-03 3.804604856806655111e-02 1.810316311836317749e-01 2.025307316165143035e-01 2.364451650204272559e-01 3.399121648259563200e-01 4.473124815847936975e-01 4.732793068570592676e-01 4.874075513511699764e-01 6.107315048544071923e-01 7.064853859799565816e-01 6.862675411643643919e-01 7.740873294301292562e-01 8.365485310517853934e-01 9.818287251890277512e-01 9.720565615043889052e-01
3.066581299715016862e-02 2.530007317595156513e-02 1.437963726946379084e-01 2.261847995999952121e-01 2.840174770304902951e-01 3.000944539469630468e-01 3.558896186367672687e-01 4.941930514011639852e-01 5.634826649154436318e-01 5.995514259103484900e-01 6.393807734994751968e-01 7.722385349145399758e-01 7.710744851531292632e-01 8.278377108911438853e-01 9.785351315632422331e-01 9.518103991822211007e-01
1.025258140760335751e-02 3.488556238224402306e-02 1.822996505947020174e-01 2.017828434299894780e-01 3.091247989305442867e-01 3.580598984946998242e-01 4.275682906650962178e-01 4.560659181503768922e-01 4.898883649118883077e-01 6.130881432673473963e-01 7.102266342669721899e-01 6.860877439280252954e-01 7.539221675991745197e-01 8.650275430984578628e-01 9.061925730198510109e-01 9.595912970249340646e-01
3.998948692363948898e-02 7.132026782051387181e-02 1.777280570355666556e-01 2.377714832014817814e-01 2.628628943670621720e-01 3.178799093431760037e-01 3.622622965460720046e-01 4.503349028675751042e-01 5.209303675066813133e-01 5.925475075414236015e-01 6.916167849640904031e-01 7.032564623000941983e-01 7.867942105178120649e-01 8.254375849861600445e-01 9.334006111053022581e-01 9.759299275168823451e-01
3.645934494897842826e-02 5.512701002866295108e-02 1.231493214586872331e-01 1.878662052296498353e-01 3.151728944022917922e-01 3.504925183182900916e-01 4.452546850594525374e-01 4.217349068473960072e-01 5.045608654004170024e-01 6.160382309155600922e-01 7.120793676474186373e-01 7.382465252560417301e-01 7.534244766561589701e-01 8.344109590489656725e-01 9.154065804980852095e-01 9.567196894441621913e-01
2.828999559266991148e-02 1.044993287564806583e-01 1.433063946202871031e-01 1.639118536881363219e-01 2.773301598408903224e-01 3.112386731304475629e-01 3.964693112005089337e-01 5.080020929044006817e-01 5.425264596169144804e-01 5.797706584106140371e-01 6.413785360278083658e-01 7.668122443543592404e-01 8.428904793123889183e-01 8.493771508832493877e-01 9.558914159465046190e-01 9.551625189743722100e-01
3.882172877966165447e-02 6.654985356613631053e-02 9.834176273261513446e-02 1.837499631458678340e-01 2.595282701410189241e-01 3.025815489656727975e-01 4.247995173292655191e-01 4.876414751618226573e-01 5.812358708887084280e-01 6.271595758972133838e-01 6.768496566242894197e-01 7.312339775808363029e-01 7.631097583053139122e-01 8.993880421127022906e-01 9.329170793478535062e-01 9.828457538704817864e-01
3.793068772341144645e-02 1.782219578125952830e-02 1.742270015630517643e-01 1.731476215091757587e-01 3.097209783385140303e-01 3.184768190881840377e-01 3.757984879407855749e-01 4.324788451359513619e-01 5.166439728878925441e-01 6.482838919870574923e-01 6.425212779925046913e-01 7.133108811264340376e-01 8.297803750904821918e-01 8.701132949704464270e-01 9.341078249767804653e-01 9.516953826426037821e-01
1.704833433260795339e-02 4.742294905083492551e-02 1.311030394012004385e-01 2.479937934902270436e-01 2.246959734338909442e-01 3.446197887196777998e-01 4.028342989973907606e-01 4.814391249627672509e-01 5.430897218191618192e-01 6.408975782490115014e-01 6.814632711298740375e-01 7.735355008233841811e-01 7.956313541768160746e-01 8.214132519210978201e-01 9.390392808183752882e-01 9.712518291879169707e-01
7.165764634166717217e-03 4.629657449873758601e-02 1.264488016964927519e-01 1.679925212003903767e-01 2.670555535544708592e-01 3.634548187756205806e-01 3.699206078390778196e-01 4.398884823207191430e-01 5.087714919961656701e-01 6.194560560369759550e-01 6.439459613208392552e-01 7.448275179144873137e-01 8.160817515489985352e-01 9.056877606435284056e-01 8.849995636114732500e-01 9.914999210018602405e-01
3.650196473190936430e-02 8.291429006742270791e-02 1.193223754560907846e-01 2.410627416428287595e-01 3.150287552769370780e-01 2.887252701301059044e-01 4.463093927047702136e-01 4.544017165194711438e-01 4.989516254933878958e-01 5.661454405341945773e-01 6.929383389983182484e-01 6.883361966510516128e-01 7.598716402742793363e-01 9.130699098751722254e-01 9.204277956912205738e-01 9.835571072904673029e-01
3.858533506028140325e-03 6.491498283195754060e-02 1.488135754504700259e-01 1.901655634160818176e-01 2.286286028010216520e-01 3.628623964565995119e-01 4.215395648856783417e-01 4.683577454700942888e-01 5.430848011872378978e-01 5.628515888677843026e-01 6.223631878366516768e-01 7.066994140538351843e-01 8.147182348882909819e-01 8.904887690584055715e-01 9.323633915421642993e-01 9.881381283137872229e-01
3.213658116561374234e-02 1.131133338757483175e-01 1.208472023002731821e-01 2.030463046409248518e-01 2.674440530676495120e-01 3.646031923433135646e-01 3.714146046158519621e-01 4.500214557501487356e-01 5.217720439031193758e-01 6.429272515678189359e-01 6.707660488401828713e-01 6.853176022435136794e-01 7.641478897188065389e-01 8.903580233432280000e-01 9.064090105423333599e-01 9.727790935441043008e-01
