current_training_input_set
0.268
0.321
0.692
0.256
0.231
0.554
0.376
0.143
0.631
0.786
0.246
0.445
0.657
0.214
0.195
0.786
0.143
0.631
0.246
0.143
0.786
0.246
0.631
0.376
0.231
0.256
0.554
0.376
0.256
0.231
0.554
0.554
0.231
0.376
0.256
0.554
0.231
0.376
0.256
0.445
0.657
0.214
0.195
0.657
0.195
0.214
0.445
0.657
0.195
0.445
0.214
0.256
0.376
0.554
0.231
0.376
0.554
0.231
0.256
0.554
0.231
0.376
0.256
0.631
0.786
0.246
0.143
0.672
0.207
0.247
0.412
0.545
0.735
0.333
0.308
0.207
0.675
0.502
0.298
0.308
0.545
0.333
0.735
0.333
0.545
0.735
0.308
0.672
0.247
0.207
0.412
0.672
0.247
0.412
0.207
0.207
0.412
0.672
0.247
0.207
0.672
0.247
0.412
0.675
0.502
0.207
0.298
0.298
0.207
0.502
0.675
0.502
0.675
0.207
0.298
0.247
0.207
0.672
0.412
0.207
0.247
0.672
0.412
0.247
0.412
0.207
0.672
0.308
0.333
0.735
0.545
0.227
0.455
0.724
0.213
0.692
0.268
0.428
0.321
0.512
0.285
0.694
0.124
0.428
0.692
0.268
0.321
0.428
0.692
0.268
0.321
0.724
0.213
0.455
0.227
0.213
0.724
0.227
0.455
0.227
0.724
0.213
0.455
0.227
0.455
0.724
0.213
0.512
0.285
0.124
0.694
0.694
0.285
0.124
0.512
0.285
0.124
0.512
0.694
0.455
0.227
0.213
0.724
0.213
0.455
0.724
0.227
0.213
0.724
0.455
0.227
0.268
0.428
0.321
0.692
0.282
0.518
0.715
0.275
0.666
0.497
0.268
0.285
0.537
0.317
0.71
0.192
0.268
0.497
0.285
0.666
0.666
0.268
0.285
0.497
0.715
0.275
0.282
0.518
0.275
0.518
0.715
0.282
0.715
0.275
0.282
0.518
0.275
0.518
0.282
0.715
0.317
0.192
0.537
0.71
0.317
0.71
0.537
0.192
0.192
0.71
0.317
0.537
0.275
0.715
0.518
0.282
0.518
0.715
0.282
0.275
0.715
0.282
0.518
0.275
0.666
0.285
0.497
0.268
0.275
0.715
0.518
0.282
0.268
0.285
0.666
0.497
0.537
0.317
0.192
0.71
0.285
0.497
0.666
0.268
0.666
0.497
0.268
0.285
0.715
0.518
0.275
0.282
0.275
0.518
0.715
0.282
0.275
0.715
0.282
0.518
0.518
0.275
0.282
0.715
0.537
0.71
0.317
0.192
0.192
0.317
0.537
0.71
0.192
0.317
0.71
0.537
0.715
0.282
0.275
0.518
0.275
0.282
0.518
0.715
0.715
0.275
0.518
0.282
0.268
0.497
0.285
0.666
0.316
0.544
0.197
0.73
0.23
0.677
0.533
0.264
0.224
0.456
0.255
0.547
0.23
0.677
0.264
0.533
0.23
0.677
0.533
0.264
0.197
0.73
0.544
0.316
0.316
0.197
0.544
0.73
0.544
0.197
0.73
0.316
0.73
0.197
0.316
0.544
0.224
0.255
0.456
0.547
0.224
0.456
0.547
0.255
0.456
0.224
0.547
0.255
0.316
0.73
0.197
0.544
0.544
0.197
0.316
0.73
0.73
0.197
0.544
0.316
0.533
0.677
0.23
0.264
0.231
0.376
0.256
0.554
0.631
0.786
0.143
0.246
0.195
0.657
0.214
0.445
0.631
0.786
0.143
0.246
0.631
0.143
0.246
0.786
0.231
0.554
0.256
0.376
0.256
0.231
0.554
0.376
0.231
0.554
0.376
0.256
0.376
0.554
0.231
0.256
0.445
0.214
0.195
0.657
0.657
0.195
0.445
0.214
0.195
0.445
0.657
0.214
0.231
0.376
0.256
0.554
0.256
0.554
0.376
0.231
0.376
0.256
0.231
0.554
0.786
0.631
0.143
0.246
0.455
0.227
0.213
0.724
0.428
0.268
0.692
0.321
0.694
0.285
0.124
0.512
0.692
0.268
0.428
0.321
0.268
0.428
0.321
0.692
0.227
0.724
0.455
0.213
0.724
0.455
0.213
0.227
0.213
0.724
0.455
0.227
0.213
0.227
0.455
0.724
