current_training_input_set
0.685
0.381
0.241
0.898
0.685
0.381
0.241
0.898
0.241
0.381
0.685
0.241
0.898
0.381
0.685
0.156
0.874
0.315
0.736
0.736
0.874
0.315
0.156
0.315
0.156
0.874
0.736
0.241
0.898
0.381
0.685
0.685
0.381
0.898
0.241
0.685
0.898
0.381
0.241
0.438
0.268
0.888
0.815
0.836
1.04
0.279
0.266
0.384
0.253
0.917
0.732
0.078
0.707
0.107
0.84
0.253
0.384
0.917
0.732
0.253
0.384
0.917
0.732
0.279
0.836
1.04
0.266
0.266
0.836
0.279
1.04
0.266
0.279
0.836
1.04
0.279
0.836
1.04
0.266
0.107
0.078
0.707
0.84
0.107
0.078
0.707
0.84
0.107
0.84
0.078
0.707
1.04
0.279
0.266
0.836
0.836
0.279
1.04
0.266
0.266
1.04
0.836
0.279
0.917
0.253
0.384
0.732
0.196
0.94
0.843
0.332
0.479
0.879
0.268
0.738
0.795
0.757
0.362
0.157
0.479
0.268
0.879
0.738
0.879
0.268
0.479
0.738
0.843
0.196
0.94
0.332
0.94
0.196
0.843
0.332
0.94
0.332
0.843
0.196
0.843
0.332
0.94
0.196
0.795
0.362
0.757
0.157
0.157
0.362
0.795
0.757
0.795
0.362
0.157
0.757
0.94
0.843
0.332
0.196
0.196
0.332
0.843
0.94
0.843
0.332
0.196
0.94
0.738
0.879
0.268
0.479
0.898
0.381
0.241
0.685
0.815
0.438
0.888
0.268
0.156
0.874
0.315
0.736
0.888
0.438
0.268
0.815
0.438
0.815
0.268
0.888
0.898
0.381
0.685
0.241
0.241
0.381
0.685
0.898
0.898
0.381
0.685
0.241
0.685
0.898
0.241
0.381
0.315
0.156
0.874
0.736
0.156
0.315
0.736
0.874
0.315
0.874
0.736
0.156
0.381
0.685
0.898
0.241
0.685
0.241
0.381
0.898
0.241
0.381
0.685
0.898
0.815
0.888
0.438
0.268
0.169
0.736
0.915
0.378
0.734
1.007
0.511
0.207
0.197
0.864
0.906
0.33
0.511
0.207
1.007
0.734
0.207
0.734
1.007
0.511
0.915
0.169
0.378
0.736
0.378
0.915
0.736
0.169
0.915
0.378
0.169
0.736
0.915
0.169
0.736
0.378
0.197
0.906
0.864
0.33
0.33
0.864
0.906
0.197
0.197
0.33
0.864
0.906
0.736
0.169
0.378
0.915
0.915
0.378
0.169
0.736
0.169
0.736
0.378
0.915
1.007
0.511
0.734
0.207
0.384
0.183
0.937
0.784
0.423
0.261
0.771
0.882
0.833
0.176
0.065
0.639
0.882
0.261
0.771
0.423
0.261
0.771
0.882
0.423
0.384
0.784
0.183
0.937
0.183
0.937
0.384
0.784
0.183
0.784
0.937
0.384
0.384
0.784
0.183
0.937
0.639
0.833
0.065
0.176
0.639
0.176
0.833
0.065
0.065
0.833
0.176
0.639
0.784
0.384
0.183
0.937
0.784
0.384
0.183
0.937
0.937
0.384
0.784
0.183
0.882
0.771
0.423
0.261
0.836
0.279
1.04
0.266
0.384
0.732
0.253
0.917
0.84
0.078
0.707
0.107
0.917
0.732
0.253
0.384
0.253
0.732
0.917
0.384
0.266
0.279
1.04
0.836
0.836
0.279
1.04
0.266
1.04
0.279
0.266
0.836
1.04
0.266
0.836
0.279
0.707
0.84
0.078
0.107
0.707
0.84
0.078
0.107
0.707
0.107
0.84
0.078
0.279
1.04
0.266
0.836
0.266
0.279
1.04
0.836
1.04
0.266
0.279
0.836
0.253
0.732
0.917
0.384
0.279
0.836
0.266
1.04
0.384
0.917
0.253
0.732
0.84
0.078
0.707
0.107
0.917
0.732
0.384
0.253
0.384
0.732
0.917
0.253
1.04
0.266
0.836
0.279
0.836
1.04
0.279
0.266
0.266
0.279
0.836
1.04
0.836
0.266
1.04
0.279
0.84
0.107
0.707
0.078
0.107
0.707
0.84
0.078
0.078
0.707
0.107
0.84
1.04
0.836
0.279
0.266
1.04
0.266
0.279
0.836
0.836
0.266
0.279
1.04
0.732
0.253
0.384
0.917
0.378
0.169
0.915
0.736
0.511
1.007
0.207
0.734
0.33
0.197
0.864
0.906
1.007
0.734
0.511
0.207
0.511
0.734
0.207
1.007
0.915
0.378
0.169
0.736
0.915
0.378
0.169
0.736
0.915
0.736
0.169
0.378
0.378
0.169
0.736
0.915
0.864
0.33
0.906
0.197
0.197
0.864
0.33
0.906
0.864
0.197
0.906
0.33
