0.724,0.753,0.812,0.904,1.032,1.201,1.418,1.691,2.033,2.336,2.612,2.872,3.128,3.388,3.664,3.967,4.309,4.582,4.799,4.968,5.096,5.188,5.247,5.276,0,0,0,0,0,0,0,0,0
3.155,4.052,6.103,7.897,9.948,10.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064,0.11,0.238,0.539,1.234,2.83,3.572,4,4.428,5.17,6.766,7.461,7.762,7.89,7.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165,0.197,0.264,0.382,0.571,0.868,1.328,2.037,3.128,3.869,4.396,4.811,5.189,5.604,6.131,6.872,7.963,8.672,9.132,9.429,9.618,9.736,9.803,9.835,0,0,0,0,0,0,0,0,0
0.776,1.13,1.999,3.778,5,6.222,8.001,8.87,9.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.262,0.417,0.816,1.694,3.568,4.601,5.399,6.432,8.306,9.184,9.583,9.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087,0.174,0.435,1.13,2.957,3.739,4.261,5.043,6.87,7.565,7.826,7.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46,1.519,1.638,1.822,2,2.178,2.362,2.481,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.012,0.035,0.107,0.326,0.991,3.014,3.686,3.928,4.072,4.314,4.986,7.009,7.674,7.893,7.965,7.988,7.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.987,1.343,2.182,3.806,5,6.194,7.818,8.657,9.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.441,0.53,0.726,1.07,1.63,2.52,3.92,4.9,5.656,6.344,7.1,8.08,9.48,10.37,10.93,11.274,11.47,11.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.294,0.353,0.484,0.713,1.087,1.68,2.614,3.267,3.771,4.229,4.733,5.386,6.32,6.913,7.287,7.516,7.647,7.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.097,1.372,1.989,3.103,4.994,6.383,7.617,9.006,10.897,12.011,12.628,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.224,0.412,0.947,2.277,3,3.723,5.053,5.588,5.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.124,0.243,0.506,1.07,2.268,4.81,6.054,6.737,7.263,7.946,9.19,11.732,12.93,13.494,13.757,13.876,13.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.275,0.521,1.232,3.043,4,4.957,6.768,7.479,7.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.322,0.486,0.899,1.772,3.55,4.587,5.413,6.45,8.228,9.101,9.514,9.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.169,0.219,0.332,0.542,0.91,1.543,2.626,3.309,3.79,4.21,4.691,5.374,6.457,7.09,7.458,7.668,7.781,7.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.116,1.612,2.824,5.292,7,8.708,11.176,12.388,12.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119,0.19,0.373,0.777,1.641,3.478,4.413,5,5.587,6.522,8.359,9.223,9.627,9.81,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.557,2.117,3.44,4.56,5.883,6.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.919,2.985,3.118,3.321,3.598,3.867,4.133,4.402,4.679,4.882,5.015,5.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119,0.19,0.373,0.777,1.641,3.478,4.413,5,5.587,6.522,8.359,9.223,9.627,9.81,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.083,0.147,0.326,0.757,1,1.243,1.674,1.853,1.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.082,0.157,0.372,0.923,2.308,5.775,7.233,8,8.767,10.225,13.692,15.077,15.628,15.843,15.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.199,0.236,0.317,0.459,0.686,1.042,1.593,2.444,3.754,4.642,5.276,5.773,6.227,6.724,7.358,8.246,9.556,10.407,10.958,11.314,11.541,11.683,11.764,11.801,0,0,0,0,0,0,0,0,0
3.97,6,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388,0.416,0.475,0.568,0.703,0.889,1.14,1.473,1.915,2.277,2.586,2.865,3.135,3.414,3.723,4.085,4.527,4.86,5.111,5.297,5.432,5.525,5.584,5.612,0,0,0,0,0,0,0,0,0
0.018,0.028,0.053,0.109,0.226,0.47,0.979,2.039,2.557,2.827,3,3.173,3.443,3.961,5.021,5.53,5.774,5.891,5.947,5.972,5.982,0,0,0,0,0,0,0,0,0,0,0,0
0.347,0.552,1.085,2.262,3,3.738,4.915,5.448,5.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,0.053,0.111,0.246,0.552,1.24,2.791,3.501,3.865,4.135,4.499,5.209,6.76,7.448,7.754,7.889,7.947,7.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.585,0.832,1.431,2.634,4.951,6.401,7.599,9.049,11.366,12.569,13.168,13.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.194,0.256,0.401,0.675,1.165,2.029,2.582,3,3.418,3.971,4.835,5.325,5.599,5.744,5.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614,0.96,1.845,3.769,5,6.231,8.155,9.04,9.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.485,0.606,0.879,1.121,1.394,1.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0.012,0.078,0.52,3.48,3.922,3.989,4,4.011,4.078,4.52,7.48,7.922,7.988,7.998,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
4.282,6,7.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.392,2.487,2.682,2.985,3.407,3.805,4.195,4.593,5.015,5.318,5.513,5.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.193,1.258,1.391,1.6,1.897,2.296,2.657,3,3.343,3.704,4.103,4.4,4.609,4.742,4.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.091,0.138,0.256,0.508,1.023,2.068,2.63,3,3.37,3.932,4.977,5.492,5.744,5.862,5.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.375,1.634,2.199,3.177,4,4.823,5.801,6.366,6.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932,1.356,2.398,4.533,6,7.467,9.602,10.644,11.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.547,0.653,0.885,1.289,1.942,2.971,4.576,5.711,6.596,7.404,8.289,9.424,11.029,12.058,12.711,13.115,13.347,13.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105,0.164,0.315,0.643,1.333,2.772,3.521,4,4.479,5.228,6.667,7.357,7.685,7.836,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.204,0.498,1.51,4.695,6,7.305,10.49,11.502,11.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.188,0.225,0.304,0.443,0.668,1.022,1.574,2.431,3.758,4.651,5.282,5.775,6.225,6.718,7.349,8.242,9.569,10.426,10.978,11.332,11.557,11.696,11.775,11.812,0,0,0,0,0,0,0,0,0
0.394,0.471,0.638,0.929,1.4,2.142,3.299,5.095,6.328,7.238,8,8.762,9.672,10.905,12.701,13.858,14.6,15.071,15.362,15.529,15.606,0,0,0,0,0,0,0,0,0,0,0,0
1.675,2.213,3.462,4.538,5.787,6.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.023,0.066,0.197,0.588,1.758,5.252,6.435,6.869,7.131,7.565,8.748,12.242,13.412,13.803,13.934,13.977,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0.013,0.038,0.113,0.336,1.004,3.001,3.677,3.925,4.075,4.323,4.999,6.996,7.664,7.887,7.962,7.987,7.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142,0.218,0.412,0.827,1.687,3.455,4.391,5,5.609,6.545,8.313,9.173,9.588,9.782,9.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.17,1.407,1.929,2.841,4.329,5.478,6.522,7.671,9.159,10.071,10.593,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065,0.081,0.117,0.183,0.294,0.478,0.782,1.282,1.602,1.823,2,2.177,2.398,2.718,3.218,3.522,3.706,3.817,3.883,3.919,3.935,0,0,0,0,0,0,0,0,0,0,0,0
0.378,0.55,0.972,1.837,3.54,4.578,5.422,6.46,8.163,9.028,9.45,9.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.302,0.715,1.766,4.394,5.587,6.413,7.606,10.234,11.285,11.698,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.071,0.126,0.278,0.646,1.515,3.556,4.48,5,5.52,6.444,8.485,9.354,9.722,9.874,9.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.761,0.869,1.039,1.286,1.626,2.084,2.476,2.829,3.171,3.524,3.916,4.374,4.714,4.961,5.131,5.239,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.392,0.709,1.601,3.791,5,6.209,8.399,9.291,9.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.606,0.764,1.12,1.768,2.875,4.731,5.996,7,8.004,9.269,11.125,12.232,12.88,13.236,13.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.006,0.013,0.028,0.061,0.132,0.289,0.63,1.374,1.718,1.881,1.967,2.033,2.119,2.282,2.626,3.37,3.711,3.868,3.939,3.972,3.987,3.994,3.996,0,0,0,0,0,0,0,0,0
0.164,0.223,0.362,0.632,1.13,2.034,2.591,3,3.409,3.966,4.87,5.368,5.638,5.777,5.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0.018,0.03,0.052,0.093,0.168,0.303,0.548,0.989,1.786,3.227,4.029,4.482,4.749,4.925,5.075,5.251,5.518,5.971,6.773,8.214,9.011,9.452,9.697,9.832,9.907,9.948,9.97,9.982,9.986,0,0,0
0.118,0.161,0.262,0.457,0.816,1.468,2.65,3.345,3.805,4.195,4.655,5.35,6.532,7.184,7.543,7.738,7.839,7.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.213,4,4.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0.14,0.317,0.751,1.792,4.285,5.39,6,6.61,7.715,10.208,11.249,11.683,11.86,11.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142,0.218,0.412,0.827,1.687,3.455,4.391,5,5.609,6.545,8.313,9.173,9.588,9.782,9.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.273,0.407,0.74,1.437,2.837,3.667,4.333,5.163,6.563,7.26,7.593,7.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117,0.146,0.211,0.33,0.531,0.864,1.414,2.317,3.8,4.732,5.347,5.799,6.201,6.653,7.268,8.2,9.683,10.586,11.136,11.469,11.67,11.789,11.854,11.883,0,0,0,0,0,0,0,0,0
2.436,2.701,3.261,4.175,5,5.825,6.739,7.299,7.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.45,1.766,2.466,3.703,5.747,7.3,8.7,10.253,12.297,13.534,14.234,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.792,1.934,5.859,8.141,12.066,13.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.004,-0.007,-0.014,-0.029,-0.065,-0.142,-0.314,-0.69,-0.864,-0.949,-1,-1.051,-1.136,-1.31,-1.686,-1.858,-1.935,-1.971,-1.986,-1.993,-1.996,0,0,0,0,0,0,0,0,0,0,0,0
1.064,1.491,2.515,4.549,6,7.451,9.485,10.509,10.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081,0.107,0.167,0.28,0.484,0.843,1.473,2.575,4.505,5.634,6.324,6.796,7.204,7.676,8.366,9.495,11.425,12.527,13.157,13.516,13.72,13.833,13.893,13.919,0,0,0,0,0,0,0,0,0
0.933,1.082,1.405,1.952,2.812,4.121,5.13,6,6.87,7.879,9.188,10.048,10.595,10.918,11.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.238,5.355,7.883,10.117,12.645,13.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.532,0.745,1.258,2.274,3,3.726,4.742,5.255,5.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.231,0.324,0.547,0.99,1.829,3.402,4.335,5,5.665,6.598,8.171,9.01,9.453,9.676,9.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
