0.289,0.348,0.477,0.703,1.071,1.656,2.576,4.017,6.272,7.772,8.822,9.632,10.368,11.178,12.228,13.728,15.983,17.424,18.344,18.929,19.297,19.523,19.652,19.711,0,0,0,0,0,0
0.053,0.122,0.349,1.026,3.028,3.773,4.227,4.972,6.974,7.651,7.878,7.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0.019,0.032,0.057,0.105,0.193,0.356,0.658,0.826,0.927,1,1.073,1.174,1.342,1.644,1.807,1.895,1.943,1.968,1.981,1.986,0,0,0,0,0,0,0,0,0
0.489,0.581,0.781,1.129,1.689,2.565,3.924,4.892,5.652,6.348,7.108,8.076,9.435,10.311,10.871,11.219,11.419,11.511,0,0,0,0,0,0,0,0,0,0,0,0
0.916,1.028,1.266,1.66,2.256,2.762,3.238,3.744,4.34,4.734,4.972,5.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.183,1.269,1.448,1.732,2.143,2.709,3.474,4.126,4.716,5.284,5.874,6.526,7.291,7.857,8.268,8.552,8.731,8.817,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.267,0.568,1.273,2.883,3.699,4.301,5.117,6.727,7.432,7.733,7.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.513,0.698,1.134,1.978,3.535,4.564,5.436,6.465,8.022,8.866,9.302,9.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159,0.208,0.319,0.526,0.893,1.53,2.63,3.315,3.792,4.208,4.685,5.37,6.47,7.107,7.474,7.681,7.792,7.841,0,0,0,0,0,0,0,0,0,0,0,0
3.381,6,8.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0.027,0.057,0.128,0.293,0.668,1.527,3.489,4.358,4.764,5,5.236,5.642,6.511,8.473,9.332,9.707,9.872,9.943,9.973,9.985,0,0,0,0,0,0,0,0,0
0.774,0.86,1.042,1.339,1.785,2.43,3.344,4.075,4.703,5.297,5.925,6.656,7.57,8.215,8.661,8.958,9.14,9.226,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.285,0.643,1.522,3.635,4.642,5.358,6.365,8.478,9.357,9.715,9.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074,0.139,0.33,0.814,2.026,5.047,6.325,7,7.675,8.953,11.974,13.186,13.67,13.861,13.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0.053,0.118,0.273,0.64,1.502,3.528,4.413,4.845,5.155,5.587,6.472,8.498,9.36,9.727,9.882,9.947,9.97,0,0,0,0,0,0,0,0,0,0,0,0
0.422,0.476,0.593,0.786,1.081,1.516,2.148,3.058,4.364,5.329,6.077,6.705,7.295,7.923,8.671,9.636,10.942,11.852,12.484,12.919,13.214,13.407,13.524,13.578,0,0,0,0,0,0
0.254,0.328,0.498,0.813,1.365,2.315,3.939,4.963,5.685,6.315,7.037,8.061,9.685,10.635,11.187,11.502,11.672,11.746,0,0,0,0,0,0,0,0,0,0,0,0
0.311,0.382,0.539,0.82,1.286,2.044,3.267,4.096,4.72,5.28,5.904,6.733,7.956,8.714,9.18,9.461,9.618,9.689,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.127,0.214,0.386,0.714,1.328,2.475,4.615,5.798,6.5,7,7.5,8.202,9.385,11.525,12.672,13.286,13.614,13.786,13.873,13.91,0,0,0,0,0,0,0,0,0
0.234,0.348,0.633,1.228,2.424,4.809,6.12,7,7.88,9.191,11.576,12.772,13.367,13.652,13.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.073,0.157,0.353,0.806,1.84,4.203,5.268,5.803,6.197,6.732,7.797,10.16,11.194,11.647,11.843,11.927,11.958,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.208,0.319,0.527,0.894,1.531,2.632,4.528,5.677,6.425,7,7.575,8.323,9.472,11.368,12.469,13.106,13.473,13.681,13.792,13.84,0,0,0,0,0,0,0,0,0
0.974,1.081,1.304,1.67,2,2.33,2.696,2.919,3.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56,0.636,0.797,1.064,1.476,2.085,2.571,3,3.429,3.915,4.524,4.936,5.203,5.364,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.157,0.27,0.497,0.934,1.766,3.344,4.223,4.773,5.227,5.777,6.656,8.234,9.066,9.503,9.73,9.843,9.89,0,0,0,0,0,0,0,0,0,0,0,0
2.918,2.948,3.006,3.095,3.215,3.366,3.552,3.733,3.911,4.089,4.267,4.448,4.634,4.785,4.905,4.994,5.052,5.082,0,0,0,0,0,0,0,0,0,0,0,0
0.062,0.102,0.206,0.443,0.963,2.099,2.659,3,3.341,3.901,5.037,5.557,5.794,5.898,5.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026,0.106,0.514,2.512,3,3.488,5.486,5.894,5.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.587,3.731,4.024,4.477,5.11,5.707,6.293,6.89,7.523,7.976,8.269,8.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0.039,0.113,0.337,1.007,3.01,3.702,4,4.298,4.99,6.993,7.663,7.887,7.961,7.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.435,0.529,0.739,1.11,1.723,2.711,3.419,4,4.581,5.289,6.277,6.89,7.261,7.471,7.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.054,2.091,2.164,2.277,2.429,2.625,2.814,3,3.186,3.375,3.571,3.723,3.836,3.909,3.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31,2.679,3.478,4.832,6,7.168,8.522,9.321,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.792,1.023,1.553,2.535,4.257,5.47,6.53,7.743,9.465,10.447,10.977,11.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118,0.17,0.298,0.559,1.067,2.05,2.612,3,3.388,3.95,4.933,5.441,5.702,5.83,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.218,6,7.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.616,0.838,1.361,2.374,4.242,5.477,6.523,7.758,9.626,10.639,11.162,11.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.314,1.408,1.601,1.909,2.352,2.962,3.499,4,4.501,5.038,5.648,6.091,6.399,6.592,6.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028,0.046,0.095,0.206,0.453,0.997,2.195,4.833,6.049,6.642,7,7.358,7.951,9.167,11.805,13.003,13.547,13.794,13.905,13.954,13.972,0,0,0,0,0,0,0,0,0
0.078,0.149,0.354,0.88,2.199,2.795,3.205,3.801,5.12,5.646,5.851,5.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021,0.037,0.078,0.177,0.403,0.92,2.101,2.634,2.902,3.098,3.366,3.899,5.08,5.597,5.823,5.922,5.963,5.979,0,0,0,0,0,0,0,0,0,0,0,0
2.085,2.19,2.407,2.745,3.222,3.863,4.445,5,5.555,6.137,6.778,7.255,7.593,7.81,7.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.211,0.275,0.423,0.698,1.184,2.028,2.578,3,3.422,3.972,4.816,5.302,5.577,5.725,5.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.459,1.648,2.051,2.719,3.74,4.597,5.403,6.26,7.281,7.949,8.352,8.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.203,2.489,3.097,4.106,5,5.894,6.903,7.511,7.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.361,1.045,3.111,4,4.889,6.955,7.639,7.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.391,2.458,2.592,2.799,3,3.201,3.408,3.542,3.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.001,0.003,0.007,0.018,0.048,0.124,0.322,0.835,2.166,2.679,2.879,2.959,3,3.041,3.121,3.321,3.834,5.165,5.678,5.876,5.952,5.982,5.993,5.997,5.999,5.999,0,0,0
0.026,0.042,0.085,0.183,0.398,0.868,1.894,4.132,5.174,5.687,6,6.313,6.826,7.868,10.106,11.132,11.602,11.817,11.915,11.958,11.974,0,0,0,0,0,0,0,0,0
0.08,0.115,0.2,0.373,0.708,0.915,1.085,1.292,1.627,1.8,1.885,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.422,0.476,0.593,0.786,1.081,1.516,2.148,3.058,4.364,5.329,6.077,6.705,7.295,7.923,8.671,9.636,10.942,11.852,12.484,12.919,13.214,13.407,13.524,13.578,0,0,0,0,0,0
0.105,0.155,0.279,0.536,1.047,2.058,2.619,3,3.381,3.942,4.953,5.464,5.721,5.845,5.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.186,0.228,0.324,0.494,0.778,1.241,1.989,3.196,3.988,4.546,5,5.454,6.012,6.804,8.011,8.759,9.222,9.506,9.676,9.772,9.814,0,0,0,0,0,0,0,0,0
0.987,1.343,2.182,3.806,5,6.194,7.818,8.657,9.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.544,0.662,0.925,1.389,2.155,2.737,3.263,3.845,4.611,5.075,5.338,5.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.454,3.831,4.624,5.376,6.169,6.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.439,0.483,0.574,0.723,0.943,1.257,1.695,2.302,3.137,3.788,4.318,4.78,5.22,5.682,6.212,6.863,7.698,8.305,8.743,9.057,9.277,9.426,9.517,9.561,0,0,0,0,0,0
0.386,0.421,0.494,0.611,0.783,1.026,1.361,1.638,1.883,2.117,2.362,2.639,2.974,3.217,3.389,3.506,3.579,3.614,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.172,0.207,0.265,0.352,0.478,0.655,0.904,1.251,1.517,1.73,1.913,2.087,2.27,2.483,2.749,3.096,3.345,3.522,3.648,3.735,3.793,3.828,3.845,0,0,0,0,0,0
0.199,0.26,0.398,0.658,1.116,1.912,3.287,4.143,4.741,5.259,5.857,6.713,8.088,8.884,9.342,9.602,9.74,9.801,0,0,0,0,0,0,0,0,0,0,0,0
1.428,1.491,1.619,1.82,2.1,2.473,2.955,3.391,3.8,4.2,4.609,5.045,5.527,5.9,6.18,6.381,6.509,6.572,0,0,0,0,0,0,0,0,0,0,0,0
0.22,0.284,0.431,0.703,1.181,2.003,3.41,5.81,7.281,8.25,9,9.75,10.719,12.19,14.59,15.997,16.819,17.297,17.569,17.716,17.78,0,0,0,0,0,0,0,0,0
0.27,0.409,0.761,1.508,2,2.492,3.239,3.591,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,1.603,1.773,2.039,2.417,2.926,3.594,4.186,4.733,5.267,5.814,6.406,7.074,7.583,7.961,8.227,8.397,8.48,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0.024,0.067,0.19,0.544,1.557,4.454,5.48,5.876,6.124,6.52,7.546,10.443,11.456,11.81,11.933,11.976,11.989,0,0,0,0,0,0,0,0,0,0,0,0
0.065,0.085,0.134,0.225,0.388,0.676,0.861,1,1.139,1.324,1.612,1.775,1.866,1.915,1.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232,0.275,0.37,0.535,0.8,1.215,1.859,2.852,4.38,5.416,6.155,6.735,7.265,7.845,8.584,9.62,11.148,12.141,12.785,13.2,13.465,13.63,13.725,13.768,0,0,0,0,0,0
0.048,0.087,0.197,0.467,1.116,2.668,6.381,7.972,8.73,9.27,10.028,11.619,15.332,16.884,17.533,17.803,17.913,17.952,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0.009,0.017,0.033,0.065,0.128,0.255,0.507,1.007,2,2.503,2.762,2.904,3,3.096,3.238,3.497,4,4.993,5.493,5.745,5.872,5.935,5.967,5.983,5.991,5.994,0,0,0
0.234,0.348,0.633,1.228,2.424,4.809,6.12,7,7.88,9.191,11.576,12.772,13.367,13.652,13.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
