subject_target_data
0.653
0.522
0.452
0.2
0.501
0.591
0.708
0.333
0.653
0.452
0.2
0.522
0.333
0.591
0.501
0.708
0.722
0.738
0.295
0.449
0.665
0.187
0.645
0.452
0.449
0.722
0.295
0.738
0.452
0.645
0.187
0.665
0.2
0.653
0.522
0.452
0.501
0.591
0.333
0.708
0.452
0.2
0.522
0.653
0.708
0.501
0.591
0.333
0.715
0.364
0.415
0.558
0.693
0.411
0.283
0.734
0.364
0.715
0.415
0.558
0.283
0.693
0.411
0.734
0.738
0.722
0.449
0.295
0.187
0.665
0.645
0.452
0.722
0.295
0.738
0.449
0.665
0.187
0.452
0.645
0.513
0.486
0.715
0.734
0.435
0.673
0.695
0.551
0.513
0.734
0.715
0.486
0.673
0.695
0.551
0.435
0.513
0.715
0.734
0.486
0.673
0.695
0.551
0.435
0.715
0.486
0.513
0.734
0.673
0.551
0.695
0.435
0.672
0.257
0.206
0.624
0.565
0.34
0.682
0.691
0.257
0.672
0.206
0.624
0.565
0.682
0.34
0.691
0.624
0.257
0.672
0.206
0.682
0.691
0.34
0.565
0.206
0.257
0.624
0.672
0.682
0.565
0.691
0.34
0.206
0.672
0.624
0.257
0.691
0.682
0.565
0.34
0.672
0.257
0.624
0.206
0.682
0.565
0.691
0.34
0.415
0.558
0.715
0.364
0.283
0.693
0.734
0.411
0.364
0.715
0.558
0.415
0.693
0.283
0.734
0.411
0.738
0.295
0.722
0.449
0.665
0.452
0.645
0.187
0.722
0.295
0.449
0.738
0.665
0.187
0.645
0.452
0.715
0.415
0.558
0.364
0.734
0.411
0.283
0.693
0.715
0.364
0.415
0.558
0.734
0.283
0.411
0.693
0.15
0.497
0.628
0.662
0.683
0.573
0.355
0.383
0.628
0.662
0.15
0.497
0.683
0.383
0.573
0.355
0.513
0.486
0.715
0.734
0.435
0.551
0.673
0.695
0.486
0.715
0.734
0.513
0.435
0.695
0.673
0.551
0.257
0.672
0.624
0.206
0.682
0.691
0.34
0.565
0.624
0.672
0.206
0.257
0.691
0.34
0.682
0.565
0.2
0.522
0.653
0.452
0.708
0.501
0.591
0.333
0.522
0.452
0.653
0.2
0.333
0.591
0.501
0.708
0.624
0.672
0.206
0.257
0.691
0.565
0.34
0.682
0.672
0.257
0.624
0.206
0.682
0.565
0.691
0.34
0.722
0.738
0.295
0.449
0.187
0.645
0.665
0.452
0.738
0.722
0.295
0.449
0.665
0.452
0.645
0.187
0.486
0.715
0.513
0.734
0.435
0.695
0.551
0.673
0.715
0.734
0.486
0.513
0.695
0.435
0.673
0.551
0.662
0.497
0.628
0.15
0.355
0.683
0.383
0.573
0.662
0.628
0.497
0.15
0.683
0.383
0.573
0.355
0.15
0.497
0.662
0.628
0.383
0.355
0.683
0.573
0.662
0.497
0.15
0.628
0.355
0.383
0.683
0.573
0.672
0.624
0.257
0.206
0.34
0.565
0.691
0.682
0.257
0.672
0.624
0.206
0.691
0.34
0.565
0.682
0.662
0.15
0.628
0.497
0.383
0.683
0.573
0.355
0.628
0.15
0.662
0.497
0.683
0.573
0.355
0.383
0.738
0.449
0.722
0.295
0.187
0.665
0.452
0.645
0.722
0.738
0.295
0.449
0.187
0.452
0.645
0.665
0.558
0.415
0.364
0.715
0.734
0.411
0.283
0.693
0.558
0.364
0.415
0.715
0.411
0.283
0.734
0.693
0.513
0.486
0.734
0.715
0.695
0.551
0.673
0.435
0.734
0.486
0.513
0.715
0.695
0.673
0.551
0.435
0.2
0.653
0.452
0.522
0.501
0.591
0.333
0.708
0.2
0.653
0.522
0.452
0.333
0.591
0.708
0.501
0.415
0.364
0.715
0.558
0.693
0.411
0.283
0.734
0.715
0.415
0.364
0.558
0.411
0.283
0.734
0.693
0.452
0.653
0.522
0.2
0.708
0.501
0.333
0.591
0.452
0.522
0.653
0.2
0.333
0.591
0.501
0.708
0.513
0.734
0.486
0.715
0.435
0.673
0.695
0.551
0.486
0.734
0.715
0.513
0.551
0.435
0.673
0.695
0.497
0.15
0.662
0.628
0.683
0.355
0.383
0.573
0.628
0.15
0.497
0.662
0.383
0.683
0.573
0.355
0.715
0.415
0.364
0.558
0.283
0.693
0.411
0.734
0.415
0.364
0.558
0.715
0.734
0.693
0.411
0.283
0.497
0.15
0.662
0.628
0.573
0.683
0.355
0.383
0.497
0.15
0.628
0.662
0.355
0.683
0.573
0.383
0.522
0.2
0.452
0.653
0.591
0.501
0.333
0.708
0.2
0.653
0.522
0.452
0.708
0.333
0.591
0.501
0.722
0.449
0.295
0.738
0.187
0.645
0.452
0.665
0.295
0.449
0.722
0.738
0.452
0.645
0.187
0.665
