10,700,189
10,700,114.9
10,100,191.3
10,100,114
2,700,189
2,700,114.9
2,100,191.3
2,100,114
2,700,189
2,700,114.9
2,100,191.3
2,100,114
0,0,189
0,0,114.9
0,0,191.3
0,0,114
