42.9
-12.1
107.1
53.4
-5
-39.6
40.7
8
-10.7
-41.1
77.9
30
6.4
16.8
23.2
33.9
45.1
22.5
62.8
20.6
3.9
-25.2
60.9
17.7
11.1
-18.2
20
35.4
-6.4
25.4
-1.1
-18.2
13.9
-32.5
39.6
38.4
-0.2
-21.1
10.2
6.1
21.8
-13.2
11.8
10.4
5.7
2.5
16.4
0
24.6
4.5
80.9
56.1
5.7
-18
82.3
62.1
13.6
33.9
107.5
67.1
-23.6
6.8
19.6
10.7
60.4
65.5
71.4
55.5
45.4
51.3
40.2
29.5
115
92.5
52.1
60.7
1.4
12.9
32.1
34.6
22.3
-31.6
45.9
25.9
35.4
7.1
38.2
-0.9
24.3
17.9
11.4
40
-12.9
15.7
7.1
-17.5
46.8
12.3
65.4
68
-17.7
-38.2
28.6
70.4
9.3
-37.5
40.1
77.5
4.3
2.1
33.2
77.9
-18.8
-12.7
40
37.1
-26.3
-24.8
18.6
25.5
-14.2
-14.3
25
15.4
8.6
8.9
10.4
17.1
-8.2
-21.4
83.6
37.5
-8.4
-22.8
42.7
26.4
5.4
-29.6
73.6
82.9
11.1
17.9
17.5
-5.7
84.8
11.1
44.5
6.8
77
31.8
34.6
-5
76.8
27.1
36.4
5.4
36.1
2.5
21.1
-38.9
